selection,windows,subjects,outer_folds,windows_per_subject,multiwindow_subjects,subjects_eligible_for_sampling,pat_detected_windows_in_outer_test_pool,outer_test_windows,pat_detection_success_pct,selection_seed,export,verification_script,aggregation,r_wave_queries,lineage_binding
fixed-seed balanced four-window-per-subject subject-grouped OOF sample,1024,256,5,4,256,2705,178243,186252,95.699912,244951,artifacts/attention/sparse_attention_weights.npz,scripts/reproduce/verify_attention_export.py,attention heads averaged; R-wave-query lag masses averaged within each subject-grouped outer-test window,9030,subject-grouped OOF prediction authority plus frozen outer-fold manifest
